2815	582	1
1606	1948	2
3022	5796	3
3694	1842	4
669	2737	5
1206	3123	6
2678	2921	7
5382	3099	8
247	2981	9
858	6045	10
1937	3584	11
5469	6195	12
1452	2935	13
202	4665	14
4324	2440	15
5212	169	16
3073	576	17
3242	4837	18
3424	3425	19
5346	978	20
3939	4789	21
1562	4970	22
400	4708	23
4504	400	24
4992	3967	25
1402	3416	26
76	1096	27
4609	1840	28
3904	727	29
2932	2560	30
4741	2013	31
3585	1560	32
3142	6234	33
3045	3500	34
1509	3608	35
4233	2034	36
1326	5342	37
4579	5452	38
2518	4992	39
1212	2305	40
735	583	41
1036	4891	42
818	3282	43
3600	2315	44
4288	2693	45
778	3489	46
1158	3910	47
2460	2110	48
2099	628	49
5143	3909	50
2346	5485	51
763	3807	52
2222	5804	53
4504	4312	54
5869	420	55
4899	1851	56
4239	529	57
4646	4349	58
298	3995	59
3768	4712	60
5232	6160	61
5296	3706	62
5959	3439	63
2329	322	64
208	2306	65
5157	890	66
2687	1175	67
1743	267	68
1889	4392	69
272	4006	70
4539	1158	71
925	5748	72
3649	1503	73
77	2921	74
5707	1485	75
3772	5763	76
5246	2485	77
1003	1833	78
3472	1482	79
2188	4033	80
4756	1995	81
6115	1487	82
1059	3476	83
5603	2490	84
5778	2276	85
4496	5943	86
3529	69	87
3957	1135	88
5167	1207	89
5030	4389	90
2666	5002	91
4648	6072	92
2994	4908	93
2716	4763	94
3098	6153	95
3958	1599	96
1037	5022	97
4978	522	98
3444	3460	99
935	3257	100
1195	4814	101
3958	3688	102
2601	4380	103
1379	4774	104
5554	41	105
248	5755	106
2255	5669	107
775	2217	108
3214	478	109
1858	2598	110
1038	4037	111
3284	4584	112
2968	1241	113
229	2339	114
5535	4118	115
822	1754	116
6030	3718	117
2201	970	118
5297	6178	119
633	4789	120
5253	5988	121
5050	2593	122
3721	5764	123
4546	2016	124
2750	5579	125
180	1796	126
2285	3639	127
1015	2678	128
4860	48	129
2208	4980	130
1094	3918	131
4704	4552	132
2480	4863	133
2028	3409	134
5835	858	135
2741	3659	136
332	4698	137
414	2519	138
5771	2480	139
797	912	140
734	3247	141
4027	4360	142
5381	6038	143
3748	4507	144
494	2782	145
3234	4569	146
5705	1021	147
2596	4127	148
5375	1338	149
6147	1143	150
3632	875	151
887	2240	152
2233	863	153
4835	4251	154
2428	636	155
2861	3496	156
543	2022	157
5731	3002	158
347	5150	159
627	5574	160
5157	1067	161
5722	1012	162
1177	5521	163
2804	2475	164
471	4050	165
808	6158	166
1157	2629	167
1371	3306	168
5517	4733	169
5728	1699	170
190	2499	171
1245	2580	172
3494	5312	173
1680	3367	174
4076	3501	175
3633	2701	176
4735	2293	177
4977	219	178
1730	3997	179
21	6153	180
4596	2076	181
982	1395	182
3443	4526	183
2398	3566	184
1009	477	185
910	4312	186
1408	3849	187
419	4493	188
6193	2187	189
3129	3898	190
840	5116	191
5023	1175	192
5713	4279	193
1652	4824	194
4824	2085	195
4726	4393	196
5377	5896	197
6099	16	198
5897	3407	199
4051	1782	200
1132	4637	201
2564	4199	202
485	4409	203
5763	1767	204
1658	4687	205
2518	2979	206
1796	2225	207
1201	1955	208
5133	1304	209
1575	2629	210
1785	3075	211
2756	1957	212
2113	5397	213
1588	3153	214
2209	3756	215
1256	2669	216
3813	500	217
730	2022	218
444	4109	219
3909	1996	220
844	3437	221
3198	4093	222
4518	5243	223
814	347	224
1561	820	225
3650	4514	226
703	698	227
5965	1960	228
1891	2064	229
2057	114	230
4878	1395	231
2137	3116	232
3508	3686	233
1441	801	234
2259	4795	235
212	957	236
5469	360	237
1163	854	238
1081	3214	239
1205	1137	240
5320	205	241
4196	1116	242
4008	4094	243
1351	3818	244
3378	2419	245
396	5764	246
2220	2436	247
3256	2213	248
1049	5322	249
5772	1076	250
1544	4760	251
2633	43	252
4466	2778	253
1992	1670	254
2696	6053	255
5867	5179	256
2277	2781	257
1910	258	258
3401	741	259
5065	4450	260
5410	375	261
3051	5599	262
550	2508	263
4331	2194	264
4710	1735	265
1712	1181	266
3039	1515	267
2745	4956	268
786	501	269
2238	1706	270
3320	1042	271
6222	3118	272
1605	2165	273
6029	4485	274
2592	2054	275
1388	4194	276
2178	5116	277
3444	3216	278
5616	4088	279
1547	4347	280
1030	4545	281
5175	1895	282
5640	953	283
5421	2712	284
285	2688	285
4739	5732	286
2832	1143	287
1224	1125	288
4598	2604	289
4561	22	290
278	2909	291
303	789	292
2799	3737	293
3745	3647	294
4438	2690	295
2925	1685	296
4122	3436	297
1275	3228	298
4805	2426	299
2210	1773	300
4837	2082	301
504	850	302
3166	3257	303
4917	2513	304
862	5021	305
3382	5853	306
3284	6215	307
1138	1577	308
660	6106	309
5080	6131	310
1232	173	311
866	4616	312
2176	932	313
3114	1949	314
728	5346	315
401	2034	316
2521	3679	317
5495	1496	318
4688	1746	319
1262	4274	320
5450	145	321
396	4514	322
744	4210	323
2203	4924	324
5288	1874	325
1482	2941	326
1757	3825	327
1201	4429	328
4019	5967	329
1885	4512	330
4258	2712	331
1990	6113	332
279	6129	333
657	1488	334
6151	584	335
5791	4274	336
5040	4163	337
2131	4524	338
2485	3981	339
2641	3725	340
1479	3673	341
4108	3515	342
709	2258	343
1631	674	344
3069	851	345
920	5665	346
1513	5289	347
1490	3847	348
500	5617	349
5678	117	350
1032	6083	351
1880	4852	352
3521	317	353
4853	4591	354
5849	546	355
1261	3309	356
5738	4988	357
158	3781	358
3675	1553	359
2409	4686	360
4874	2661	361
614	4081	362
3128	288	363
947	3016	364
4175	4904	365
1166	4733	366
1534	5405	367
3119	4210	368
2770	5544	369
1701	1643	370
6144	1539	371
2684	346	372
510	1245	373
3674	4205	374
5435	3772	375
416	1182	376
556	4999	377
5367	5552	378
5392	4104	379
1747	1296	380
5180	4086	381
1626	504	382
5892	2507	383
5050	4299	384
2490	3534	385
4512	6146	386
1410	1577	387
2385	478	388
1319	2611	389
2850	2470	390
2202	1746	391
901	717	392
3798	5589	393
5382	4007	394
5900	781	395
5493	1071	396
5723	5425	397
4567	1784	398
3716	704	399
3667	2809	400
3090	5202	401
1986	750	402
4710	2561	403
6113	3617	404
3392	382	405
2585	2188	406
4606	5914	407
6075	5412	408
3358	2233	409
2124	6174	410
2421	2656	411
4940	1768	412
384	3402	413
3902	932	414
957	5595	415
20	1706	416
2720	3341	417
3724	2574	418
2462	2599	419
1969	1175	420
5438	6202	421
2146	5142	422
3240	3805	423
4484	1388	424
2757	6076	425
2485	4897	426
4947	2159	427
223	4481	428
2689	1873	429
1194	2926	430
5042	3351	431
6197	6061	432
3857	2831	433
4471	4203	434
2970	5077	435
4157	3552	436
3792	5971	437
5894	825	438
5966	3352	439
2204	188	440
2454	2187	441
1549	4477	442
5079	108	443
5414	2789	444
5102	6181	445
5807	717	446
5754	1920	447
6074	6141	448
6231	2317	449
5509	5886	450
1864	1357	451
773	5282	452
1785	5946	453
1641	1894	454
4397	4377	455
4396	756	456
2312	5921	457
5418	978	458
2169	340	459
5757	4049	460
3173	5960	461
5298	2271	462
2083	1486	463
5518	4077	464
1537	1297	465
5869	3915	466
791	311	467
585	420	468
2393	2984	469
3282	5911	470
4500	4851	471
3971	1677	472
1449	4895	473
1267	322	474
4158	942	475
1823	2802	476
883	12	477
4811	5391	478
2002	222	479
2739	5238	480
3983	1907	481
4288	1242	482
911	1226	483
2930	4903	484
5307	1206	485
4435	5005	486
3010	4144	487
1770	3567	488
4120	4175	489
3474	1945	490
1011	6030	491
192	1876	492
3214	4804	493
461	1496	494
3515	2299	495
1032	2168	496
1062	5197	497
1854	4224	498
3545	2649	499
4117	4327	500
1926	3749	501
3968	2470	502
1852	628	503
5968	5929	504
4349	1700	505
460	2948	506
824	4032	507
1525	388	508
5975	4586	509
6058	3046	510
2019	2357	511
4108	2285	512
2448	135	513
5707	5561	514
4686	5772	515
3288	3978	516
4151	5658	517
3440	6180	518
3863	2081	519
5094	3258	520
1845	3193	521
1232	678	522
1916	4365	523
5770	1501	524
4524	2931	525
3801	4021	526
3305	4413	527
6104	3827	528
2876	515	529
1144	5045	530
2819	3763	531
4803	5358	532
72	5988	533
4238	1479	534
1731	6155	535
968	5383	536
222	1582	537
90	2369	538
3589	1215	539
388	1443	540
1385	4470	541
3512	842	542
2204	1161	543
5517	118	544
5834	77	545
1838	6199	546
827	1622	547
4575	5624	548
4565	1444	549
3898	6192	550
5184	647	551
221	1362	552
5387	6145	553
3560	1058	554
5750	2835	555
1873	2883	556
726	101	557
5845	200	558
2527	4096	559
2107	3559	560
2040	3193	561
4988	2294	562
4630	2924	563
5346	4805	564
4541	4924	565
3344	3217	566
2620	3521	567
951	3159	568
2979	2928	569
3500	3125	570
1045	5981	571
5911	1664	572
3978	247	573
3429	2318	574
1887	4072	575
2164	382	576
3306	2324	577
4398	4963	578
227	6152	579
3855	2726	580
5391	2118	581
4370	488	582
5024	1776	583
259	4211	584
4540	2408	585
2696	2905	586
493	2078	587
2381	2102	588
2716	575	589
5756	1987	590
4743	1611	591
3310	341	592
3805	969	593
1392	1982	594
5648	1277	595
1264	2527	596
5592	3268	597
5640	4663	598
2200	4119	599
3568	3958	600
3898	5719	601
942	2205	602
195	3772	603
1681	4707	604
4442	5834	605
2605	4410	606
5819	935	607
3543	5606	608
1714	3332	609
5215	3729	610
5568	5393	611
3101	286	612
1104	4546	613
3651	1094	614
2801	3158	615
5622	2906	616
5408	1938	617
4384	2163	618
6131	2567	619
1603	2086	620
1119	6224	621
935	1415	622
1794	2461	623
5442	821	624
1061	4891	625
4948	5035	626
4562	3198	627
4212	134	628
1993	6079	629
2905	4289	630
2390	860	631
3394	2657	632
4782	4190	633
4082	4355	634
5271	3365	635
6096	2583	636
3341	2039	637
1120	699	638
510	5397	639
2415	901	640
2069	2724	641
1885	4579	642
2033	3104	643
4269	5815	644
3991	3342	645
3676	2579	646
653	941	647
642	3269	648
491	3345	649
3784	1002	650
2557	4832	651
2134	4575	652
5641	337	653
4877	2408	654
410	2463	655
3871	793	656
1387	332	657
431	1098	658
3492	5086	659
5688	5610	660
3758	3747	661
4071	5463	662
1159	5304	663
373	2012	664
3477	3474	665
4750	1733	666
2775	4270	667
4250	33	668
3547	3995	669
3224	4460	670
2542	2896	671
168	1414	672
287	3446	673
4461	5400	674
5823	2785	675
5668	5831	676
5307	1550	677
1639	2824	678
4248	789	679
2393	5884	680
5846	1780	681
5017	4608	682
4278	1653	683
5284	5315	684
5971	2535	685
581	760	686
5224	5229	687
5429	5711	688
3898	4730	689
4124	1327	690
1064	4901	691
528	227	692
2889	5866	693
328	477	694
4475	4765	695
130	777	696
1553	4292	697
896	868	698
3332	5359	699
268	2244	700
5310	1911	701
1155	2740	702
226	1851	703
5339	940	704
2619	1878	705
3242	2376	706
2348	272	707
1850	3043	708
1469	661	709
6059	5627	710
1583	4776	711
5636	611	712
1426	1539	713
1451	3967	714
3789	4043	715
1950	5205	716
4442	5263	717
1166	912	718
249	5186	719
951	5027	720
1007	1216	721
3802	5284	722
3636	3263	723
5277	499	724
3107	5229	725
940	4556	726
5987	1748	727
1802	404	728
3410	4900	729
842	1070	730
5528	2197	731
5202	1327	732
1917	4549	733
2299	2036	734
3458	779	735
2555	2143	736
1539	2206	737
4392	4221	738
231	1273	739
689	5427	740
4951	4202	741
4893	2499	742
5314	2164	743
4677	2706	744
5590	4508	745
3442	2612	746
4199	1193	747
2606	3755	748
2240	2186	749
4667	1255	750
328	6136	751
5994	4678	752
783	2359	753
6199	3815	754
103	2770	755
4472	522	756
72	3276	757
4069	4283	758
3184	257	759
6110	4335	760
3460	4941	761
1165	5694	762
2650	2440	763
2750	4373	764
1306	5841	765
5988	794	766
5648	2457	767
4543	4439	768
831	5619	769
1505	1189	770
2117	6213	771
3674	3910	772
5377	3700	773
128	4260	774
1525	3965	775
1333	607	776
2467	5457	777
4118	1255	778
903	4409	779
1846	735	780
5324	4980	781
3237	2484	782
2208	5747	783
5963	6205	784
2831	5185	785
2875	2623	786
1980	5838	787
5488	283	788
1731	616	789
4193	2099	790
5538	423	791
5091	4603	792
4909	1529	793
1831	5022	794
511	3127	795
394	1550	796
4157	3254	797
2512	4635	798
699	1548	799
983	2619	800
2685	2542	801
4058	3331	802
2416	5523	803
3915	577	804
5791	2087	805
2085	1234	806
5980	5138	807
5546	1277	808
2100	2388	809
2958	2737	810
4625	3611	811
3496	3694	812
5246	115	813
3993	46	814
3505	2519	815
3366	3988	816
853	2024	817
1501	2804	818
2569	6115	819
2280	5032	820
6178	2872	821
820	938	822
2570	1615	823
5414	5993	824
5451	5742	825
688	2139	826
2804	4433	827
4938	1744	828
2574	4166	829
2697	4320	830
2839	2185	831
1597	3314	832
4006	2838	833
159	5797	834
91	1609	835
6001	5101	836
459	6181	837
3602	2668	838
4423	782	839
3064	5093	840
2871	5763	841
5697	1488	842
2937	326	843
5272	2175	844
2792	1898	845
4621	2283	846
1938	808	847
4324	3856	848
4153	4526	849
2119	203	850
5165	3156	851
4664	5172	852
3720	2803	853
4402	4205	854
278	4246	855
3007	356	856
5261	3630	857
1028	4786	858
4437	5245	859
6124	5496	860
3325	4019	861
2435	3146	862
3117	212	863
1094	3391	864
3782	5040	865
3065	1023	866
1590	5892	867
5845	4334	868
663	3123	869
3598	2984	870
3914	1317	871
3375	5574	872
5411	1539	873
3822	3834	874
3990	1779	875
1606	5952	876
1420	483	877
4980	5769	878
5826	5087	879
2372	1526	880
636	3589	881
5265	2512	882
1927	4941	883
4457	5467	884
1916	1383	885
4373	5009	886
1469	1886	887
1068	2033	888
5607	4537	889
1099	5041	890
4353	1234	891
6151	659	892
286	5177	893
5191	6043	894
2348	17	895
2254	2454	896
2084	4681	897
3720	5454	898
1269	1143	899
5133	485	900
3296	606	901
1425	86	902
208	1280	903
1753	4539	904
2299	2313	905
4249	5206	906
3061	3600	907
4425	30	908
2004	494	909
4032	4447	910
3440	696	911
4029	91	912
1263	5718	913
4955	5119	914
5973	4511	915
389	876	916
565	2868	917
534	1170	918
577	1528	919
3750	3439	920
3914	3252	921
4372	5107	922
4965	4132	923
5151	3117	924
3794	5598	925
4424	485	926
522	2474	927
3488	254	928
4439	5383	929
3175	4288	930
1617	4915	931
4098	3564	932
844	3253	933
3913	5211	934
2603	1105	935
3322	1090	936
4437	4967	937
3665	4314	938
6023	5188	939
1938	4886	940
2979	5537	941
1254	2987	942
4937	1641	943
4486	3190	944
1198	6140	945
4572	6016	946
1303	556	947
2897	1913	948
129	2025	949
1867	6056	950
2699	4543	951
3359	5875	952
5265	5460	953
4160	4613	954
3000	873	955
3832	391	956
4956	3594	957
143	2742	958
2126	6076	959
2852	4339	960
2619	5362	961
93	2668	962
4510	2885	963
703	3227	964
4730	1378	965
1729	2976	966
1461	1853	967
452	4710	968
4993	433	969
2994	5303	970
3810	3288	971
4268	5872	972
2448	2617	973
2312	279	974
6159	2400	975
3339	2678	976
5345	1442	977
3010	3908	978
5657	3660	979
4160	1603	980
2059	211	981
5647	490	982
4818	5696	983
2417	2816	984
5534	5344	985
1453	3882	986
4234	5657	987
5153	3147	988
3299	2963	989
4956	1476	990
1296	5025	991
5228	1222	992
1304	3595	993
128	4705	994
